,Country,Gender Inequality Index,IDCNTRY,IDSCHOOL,IDCLASS,IDSTUD,sex of student,how often student speak the language of the test at home,amount of books at home,computer or tablet at home,study desk at home,own room at home,internet connection at home,highest level of education of 1st parent/guardian,highest level of education of 2nd parent/guardian,how far in education student is expected to go,how often student is absent from school,how often student is tired,how often student is hungry,work on your own math,economic disadvantage,immediate area of school location,instructional days per year,total instructional time minutes,instructional days in 1 calender week,total number computers,existing science laboratory,books with different titles,access to digital learning resources,minutes spent on math homework,extra math lessons in last 12 months,math,science,math_interest,math_perception,math_benefit,science_interest,science_perception,science_benefit,belong,bully,shortage,school_support,school_problem,teacher_support,parents_support,student_motivation,grade_4,grade_8,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services
41544,United States,0.204,840.0,5242.0,524207.0,52420702.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,182.0,330.0,3.0,150.0,1.0,2.0,2.0,2.0,3.0,628.81126,597.78743,0.4960983292199431,-0.3682567669816944,1.3681639378928545,3.2406148746896712,-3.382926249056993,1.8568768997245189,-0.6215198619591109,0.0243325552366839,-3.340732213114665,0.1971199227840669,-1.183870438896858,-2.765230253459522,0.3161639095960724,-1.341642573913723,yes,yes,0.926,78.86,16.310389999999998,13.41344,63825.65748,17.0,0.993544801844942,1.0,0.9217149522350424,0.92770346191081,81.405,76.34100000000002,16.92108,15.71635,13.46054,13.362570000000002,50590.34292927701,77338.34193711884,19.0,19.86,23.72881356,96.07597,95.97922,56.12600000000001,68.186,No Information,No Information,96.02937,72.93408000000001,101.82144,98.95234,88.16739,No Information,No Information,4.96174,26.38873,15.39548775,4.72445,79745.92,87.2661,74.8821,17.105908282209004,26.12,28.7,14.19857,No Information,No Information,505.3527705,478.2447174,502.3800319,3.837,100.0,99.0,90.0
27228,Oman,0.306,512.0,5148.0,514802.0,51480225.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,6.0,4.0,3.0,3.0,1.0,3.0,1.0,153.0,360.0,3.0,67.0,1.0,1.0,1.0,2.0,1.0,336.18629,336.59254,-2.1428322205534536,-1.425003432798235,-2.2830213146980967,-1.8528774101924188,-0.957471734890523,-2.754360874210896,0.4410383644893313,0.5939287538527928,2.0255042872657745,0.6989278397594588,-1.1944806332924909,0.7014638002506738,0.8493312725599045,0.1280790742365408,yes,yes,0.813,77.86,14.18214,9.731845912,25944.072180000006,56.0,0.935625602687776,3.0,0.7682962791017042,0.8211578187841545,80.343,76.127,14.97261,13.70651,10.6469,9.3706,7959.235462523995,35201.07908152768,19.0,13.056,9.88372093,73.4094,63.65985,30.986,89.895,98.97943,98.35663,66.63262711,52.21419,103.39206,106.66599,38.03621,1.8595,98.35268,4.97011,100.6861,45.95442078,-9.31164,2301.0,80.1856,74.028,12.442214034162092,20.031,14.7,9.67394,100.0,100.0,No Information,No Information,No Information,2.633,100.0,90.0,No Information
42165,United States,0.204,840.0,5268.0,526817.0,52681717.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,8.0,8.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0,177.0,357.0,3.0,400.0,1.0,2.0,1.0,2.0,3.0,476.26059,557.63963,3.4526876123937345,2.5724100956283995,-1.174077658261484,2.561389779474306,0.3647380797182908,-0.6728828208067025,0.9747773067936816,-1.1254457196365286,-3.447893872766121,1.7846966308862675,1.86761103949016,-0.6845781299232149,-0.7696192308523192,-0.642931416392467,yes,yes,0.926,78.86,16.310389999999998,13.41344,63825.65748,17.0,0.993544801844942,1.0,0.9217149522350424,0.92770346191081,81.405,76.34100000000002,16.92108,15.71635,13.46054,13.362570000000002,50590.34292927701,77338.34193711884,19.0,19.86,23.72881356,96.07597,95.97922,56.12600000000001,68.186,No Information,No Information,96.02937,72.93408000000001,101.82144,98.95234,88.16739,No Information,No Information,4.96174,26.38873,15.39548775,4.72445,79745.92,87.2661,74.8821,17.105908282209004,26.12,28.7,14.19857,No Information,No Information,505.3527705,478.2447174,502.3800319,3.837,100.0,99.0,90.0
5634,Bahrain,0.212,48.0,5026.0,502605.0,50260514.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,8.0,6.0,5.0,3.0,3.0,1.0,2.0,4.0,183.0,330.0,3.0,35.0,1.0,2.0,1.0,2.0,3.0,687.85922,708.7682,-3.6714526154934313,-3.6017628265383155,-2.6573282719046976,-2.4320877615848704,-3.382926249056993,-2.0916136437845734,-1.0530762907711275,0.2139821812991075,-2.2251150697203093,-0.2040948799032863,-1.8287087631894183,1.3703248023215704,-0.7151634724309927,-0.642931416392467,yes,yes,0.852,77.29,16.254820000000002,9.5192,42521.70451,41.0,0.9217169324821972,4.0,0.8055118356177479,0.8739253964321699,78.423,76.436,16.6709,16.09411,9.08769,9.72027,19059.247863402637,55564.603111811884,14.0,13.368,18.75,68.06703,74.3448,44.96,87.17399999999998,99.30134,99.97614,72.34711999999998,53.66259,99.36305,98.59907,50.4819,2.7639,98.21914,2.32721,151.4049,45.16047069,-0.50331,12045.0,98.6434,98.5041,13.561317290508544,9.257,17.4,11.92315,100.0,100.0,No Information,No Information,No Information,1.081,100.0,99.0,96.0
34496,Turkey,0.306,792.0,5115.0,511503.0,51150332.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,180.0,280.0,3.0,0.0,2.0,1.0,2.0,3.0,3.0,323.12286,407.33505,2.6757101453022893,1.9485571216650888,-1.2539823133892387,-1.514706096204174,-1.8889958916782985,0.1437738148074799,1.6680484071230732,-0.5696593123376793,3.610226336659266,1.8752568887613656,7.960456346691892,2.8619668076833835,0.8493312725599045,1.5936974254661742,yes,yes,0.82,77.69,16.60266555,8.106819999999999,27700.89481,54.0,0.9239286215250176,4.0,0.7835054024993082,0.8480150784874163,80.563,74.72399999999999,16.01757436,17.06999044,7.27688,8.95451,17853.9719729508,37806.629200268835,17.0,26.559,17.44966443,50.15919,72.23768638,34.013000000000005,72.586,99.58643,99.90791,60.34626,32.73927,93.15498000000001,105.99226999999999,No Information,0.0848,94.64766,No Information,61.3945,7.044056238,0.8592700000000001,45768.0,71.0428,63.9338,13.498456691325645,18.492,28.5,16.97782,No Information,No Information,465.6316657,453.5077774,468.29961799999995,27.043000000000003,100.0,No Information,65.0
40661,United States,0.204,840.0,5195.0,519502.0,51950211.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,4.0,2.0,180.0,382.0,3.0,40.0,1.0,2.0,1.0,3.0,3.0,527.7727,586.8404400000002,-0.1068725657258516,-0.1854998433600585,-0.2176886138826786,-2.460339800778044,-2.3154942741449376,-2.754360874210896,-1.0702262602387431,0.3127904576639878,-2.453807340502545,-0.2879966691466553,-1.6081150023038542,-1.2735882480977094,-0.2305865224898279,-0.642931416392467,yes,yes,0.926,78.86,16.310389999999998,13.41344,63825.65748,17.0,0.993544801844942,1.0,0.9217149522350424,0.92770346191081,81.405,76.34100000000002,16.92108,15.71635,13.46054,13.362570000000002,50590.34292927701,77338.34193711884,19.0,19.86,23.72881356,96.07597,95.97922,56.12600000000001,68.186,No Information,No Information,96.02937,72.93408000000001,101.82144,98.95234,88.16739,No Information,No Information,4.96174,26.38873,15.39548775,4.72445,79745.92,87.2661,74.8821,17.105908282209004,26.12,28.7,14.198570000000002,No Information,No Information,505.3527705,478.2447174,502.3800319,3.837,100.0,99.0,90.0
47919,"United Arab Emirates, Dubai",0.079,7841.0,5248.0,524802.0,52480207.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,7.0,6.0,6.0,3.0,2.0,2.0,3.0,4.0,1.0,183.0,380.0,3.0,64.0,1.0,2.0,1.0,3.0,2.0,479.8857,530.51089,2.1240609193104234,1.5703154283200065,2.903651807670232,1.1183630226302022,-0.4426121262246825,1.5655968481652092,0.4807480005696219,-0.326997505419238,-2.755498614133214,-1.827145516440145,-2.252953326596414,-2.006534655132856,-1.2541961807934838,-2.180849100729852,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97611,108.39706,104.94793,No Information,8.04099,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.52278,100.0,100.0,431.78176950000005,434.94725189999986,433.6368028,0.932,100.0,No Information,96.0
31115,Singapore,0.065,702.0,5047.0,504704.0,50470404.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,5.0,2.0,3.0,1.0,2.0,1.0,186.0,360.0,3.0,70.0,1.0,2.0,1.0,5.0,3.0,710.681,628.5947,-3.010895815490698,-2.5955655599640406,-0.4168534362769099,5.211638181600456,5.438016119439938,2.5969849471185205,0.9416847101566106,1.4647470118067722,-2.282985802335375,-1.705224839359902,-2.608565640617784,2.208871284544641,0.3161639095960724,0.894986267944918,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79290999999999,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647078,569.0077799,550.9369001,9.666,100.0,100.0,100.0
44935,"United Arab Emirates, Abu Dhabi",0.079,7842.0,5040.0,504008.0,50400806.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,3.0,190.0,360.0,3.0,330.0,1.0,2.0,1.0,2.0,3.0,487.7457,445.49148,1.7397256667921015,0.7397163393969449,-1.85625600964552,1.1656523540291317,0.3423850912844016,-0.2506954860121915,3.5380672279458025,-0.1148276492231285,6.46588668105573,-1.8199147802727929,-1.9235304231893224,-0.6845781299232149,-0.2228687987664187,0.1280790742365408,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97611,108.39706,104.94793,No Information,8.04099,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.52278,100.0,100.0,431.78176950000005,434.94725189999986,433.6368028,0.932,100.0,No Information,96.0
5204,Australia,0.09699999999999999,36.0,5270.0,527007.0,52700712.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,200.0,312.0,3.0,186.0,1.0,2.0,1.0,3.0,3.0,540.96029,506.26867,1.469815212815074,2.9214774931778886,0.7876628948573003,0.2117219395646389,-0.4426121262246825,0.5177000624848613,0.4807480005696219,-1.0109791056456836,-3.836531885201265,4.399630951911226,0.3268065128554066,1.4759248775094955,1.3397735678997285,1.5936974254661742,yes,yes,0.944,83.44,21.95433,12.72469119,48084.84207,7.0,0.9762035605125556,1.0,0.931810956161772,0.9545252587201428,85.40299999999998,81.492,22.43083,21.48273,12.79604116,12.65123522,39286.574173284265,56953.61353311732,6.0,11.715,36.56387665,91.02507,90.94452,60.3,70.855,No Information,No Information,90.98537,164.55399,100.33898,150.31148000000005,113.14216,No Information,No Information,5.27163,45.68621,29.95361938,20.71761,9246.0,86.545,86.1214,15.186592894658599,36.778,38.4,No Information,100.0,100.0,502.6317243,491.36002520000005,502.96456280000007,10.634,100.0,No Information,76.0
31705,Singapore,0.065,702.0,5078.0,507854.0,50785410.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,6.0,5.0,3.0,3.0,1.0,2.0,1.0,186.0,350.0,3.0,300.0,1.0,2.0,1.0,4.0,1.0,630.00842,602.6595,-1.4310006090011649,1.151270944949596,1.45417382698527,-2.201212267110215,-0.9396625282015164,-2.409127225935873,0.0198112909826333,0.1239111963194266,-4.109885338533904,-0.2264305124940875,-1.9743375107208576,0.0483682771119306,0.3161639095960724,-1.341642573913723,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79290999999999,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647077999999,569.0077799,550.9369001,9.666,100.0,100.0,100.0
10094,Hong Kong,,344.0,5032.0,503205.0,50320505.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,8.0,8.0,6.0,5.0,4.0,4.0,2.0,1.0,1.0,180.0,360.0,3.0,119.0,1.0,2.0,1.0,3.0,3.0,437.34757,478.60455,-2.069366670302564,0.7220116379643241,-2.6573282719046976,-1.0973645038596316,0.7408232400757271,-2.754360874210896,1.3560911695010118,12.202189268341913,7.734768231488544,-2.297424519477267,-2.608565640617784,-2.765230253459522,-3.3577236341468724,-2.879560258251108,yes,yes,0.949,84.86,16.929470000000002,12.27996,62984.76553,4.0,0.9723231390489696,2.0,0.9328290182028116,0.9593816918881646,87.74700000000001,81.971,17.145429999999998,16.75865,11.90943,12.74265,45960.599336583655,82992.88075474798,No Information,2.705,No Information,77.0914338,82.9151,53.984,67.507,No Information,No Information,79.40018,106.40481,108.61766999999999,107.48978999999999,76.92223,1.30122,98.97154,3.32259,352.8222,39.56687825,-0.69727,29263.0,89.4159,88.0177,No Information,No Information,No Information,13.347879999999998,99.2,95.2,524.2831172,551.1542742,516.6861296,5.7170000000000005,100.0,No Information,No Information
16438,Jordan,0.45,400.0,5038.0,503802.0,50380238.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,3.0,3.0,4.0,1.0,200.0,280.0,3.0,15.0,1.0,1.0,1.0,2.0,1.0,495.84232,524.71924,-1.9893757330082509,-0.9042444985269656,-1.0259507208202392,0.2282678270166647,1.7428706161051533,2.2957000956879625,-0.5989601953464354,0.9652817557016846,2.954712352472975,-1.23494583632278,9.787406250671577,0.0483682771119306,-0.2305865224898279,0.1280790742365408,no,yes,0.7290000000000001,74.53,11.3787006,10.517999999999999,9858.487276,103.0,0.8748292952354352,5.0,0.6635184666549147,0.7584547868579866,76.306,72.839,11.63216428,11.12515586,10.31,10.725999999999999,3323.645828667253,16233.916224885066,46.0,25.877,15.38461538,82.15009517,86.05994058,14.386,63.742,99.49391,99.19612,84.15676617,27.13668,81.4589,63.116530000000004,34.41532,4.10297,86.4684,3.58851,87.61716,33.13011659,5.19964,4150.0,66.7903,No Information,13.115081705224009,23.237,14.7,18.53699,12.7,73.6,419.0636608,399.7619093,429.2520738,9.202,98.89148,94.0,81.0
